file,size,entropy,unique_bytes,best_method,best_compressed_size
mozilla_chunk35,1048576,6.05232074880734,256,lzma,254984
mozilla_chunk36,1048576,5.8968662702539545,256,lzma,232148
mozilla_chunk37,1048576,5.832668767613464,256,lzma,260672
mozilla_chunk38,1048576,6.136878347528844,256,lzma,255956
mozilla_chunk39,1048576,6.179826236181697,256,lzma,264924
mozilla_chunk40,1048576,5.899710246179211,256,lzma,240540
mozilla_chunk41,1048576,5.867785816578473,256,lzma,243036
mozilla_chunk42,1048576,6.191232891830704,256,lzma,369592
mozilla_chunk43,1048576,6.084792038300395,256,lzma,310120
mozilla_chunk44,1048576,5.464393579651835,256,lzma,257048
mozilla_chunk45,1048576,6.213484258107653,256,lzma,306248
mozilla_chunk46,1048576,6.0015934276797935,256,lzma,265496
mozilla_chunk47,1048576,5.463498731374745,256,lzma,162952
sao.zip_chunk0,1048576,7.9790935482697485,256,brotli,1048581
sao.zip_chunk1,1048576,7.978111752974008,256,brotli,1048581
sao.zip_chunk2,1048576,7.97778367269326,256,brotli,1048581
sao.zip_chunk3,1048576,7.976100420469893,256,brotli,1048581
sao.zip_chunk4,1048576,7.977236305435144,256,brotli,1048581
mr_chunk0,1048576,3.355107229234477,256,lzma,263348
mr_chunk1,1048576,3.524467191151166,256,lzma,276600
mr_chunk2,1048576,3.6597211844636712,256,lzma,283200
mr_chunk3,1048576,3.71757445433802,256,lzma,288448
mr_chunk4,1048576,3.749794159937353,256,lzma,296852
mr_chunk5,1048576,3.7724339168757837,256,lzma,304652
mr_chunk6,1048576,3.7032604655759664,256,lzma,306004
mr_chunk7,1048576,3.729563896366918,256,lzma,316728
mr_chunk8,1048576,3.7010059765165013,256,lzma,317908
dickens_chunk0,1048576,4.502010535540641,94,brotli,305265
dickens_chunk1,1048576,4.5080335967038625,93,brotli,321742
dickens_chunk2,1048576,4.521959156245441,68,brotli,315441
dickens_chunk3,1048576,4.538661184304125,89,brotli,317733
dickens_chunk4,1048576,4.529170446498992,76,brotli,314876
dickens_chunk5,1048576,4.54525031854003,90,brotli,320761
dickens_chunk6,1048576,4.533295586040846,78,brotli,316446
dickens_chunk7,1048576,4.5494333132358,91,brotli,313796
dickens_chunk8,1048576,4.482986917513088,75,brotli,319668
ooffice.zip_chunk0,1048576,7.998953078398834,256,brotli,1048581
ooffice.zip_chunk1,1048576,7.998588114845384,256,brotli,1048581
x-ray_chunk0,1048576,6.242194918200946,256,lzma,536616
x-ray_chunk1,1048576,6.202118655932947,256,lzma,549228
x-ray_chunk2,1048576,6.374946093378891,256,lzma,571504
x-ray_chunk3,1048576,6.466167950160895,256,lzma,578808
x-ray_chunk4,1048576,6.492557560045021,256,lzma,582712
x-ray_chunk5,1048576,6.486856441003066,256,lzma,570968
x-ray_chunk6,1048576,6.536547994797105,256,lzma,555716
x-ray_chunk7,1048576,6.4906573460468335,256,lzma,544356
ooffice_chunk0,1048576,6.532434544262425,256,lzma,481020
ooffice_chunk1,1048576,6.592180346648923,256,lzma,467028
ooffice_chunk2,1048576,6.567573048374204,256,lzma,472660
ooffice_chunk3,1048576,6.501943919412169,256,lzma,455928
ooffice_chunk4,1048576,6.538871939149394,256,lzma,426520
webster.zip_chunk0,1048576,7.999050157998824,256,brotli,1048581
webster.zip_chunk1,1048576,7.999140196216238,256,brotli,1048581
webster.zip_chunk2,1048576,7.9990286453126025,256,brotli,1048581
webster.zip_chunk3,1048576,7.999041644843777,256,brotli,1048581
webster.zip_chunk4,1048576,7.998886946255211,256,brotli,1048581
webster.zip_chunk5,1048576,7.9987663902238975,256,brotli,1048581
webster.zip_chunk6,1048576,7.998916736411453,256,brotli,1048581
webster.zip_chunk7,1048576,7.999041334127265,256,brotli,1048581
webster.zip_chunk8,1048576,7.998860861292715,256,brotli,1048581
webster.zip_chunk9,1048576,7.9988077165087015,256,brotli,1048581
webster.zip_chunk10,1048576,7.99904396868756,256,brotli,1048581
xml_chunk0,1048576,5.348710728499102,85,brotli,119727
xml_chunk1,1048576,5.202212376705737,88,brotli,100656
xml_chunk2,1048576,5.260163369255158,76,brotli,37815
xml_chunk3,1048576,4.974131499774394,81,brotli,37383
xml_chunk4,1048576,5.33041680211859,104,brotli,138840
README.md_chunk0,1205,4.3995277541244855,64,brotli,495
xml.zip_chunk0,667094,7.999293784470153,256,brotli,667099
samba_chunk0,1048576,6.155876105382894,256,brotli,282533
samba_chunk1,1048576,5.064032539114621,101,brotli,180517
samba_chunk2,1048576,5.3590006863638955,99,brotli,170937
samba_chunk3,1048576,5.40388124339339,99,brotli,140038
samba_chunk4,1048576,7.163196409306647,256,brotli,514443
samba_chunk5,1048576,7.143098887329109,256,brotli,589642
samba_chunk6,1048576,6.49575579611844,256,brotli,454572
samba_chunk7,1048576,5.143815277125732,256,brotli,108190
samba_chunk8,1048576,5.378991582262988,99,brotli,154702
samba_chunk9,1048576,5.76854176837076,154,lzma,127436
samba_chunk10,1048576,4.922035785562826,72,lzma,57596
samba_chunk11,1048576,4.930144245769729,72,lzma,80224
samba_chunk12,1048576,5.307898152021173,97,lzma,111824
samba_chunk13,1048576,5.618885039758336,99,lzma,144068
samba_chunk14,1048576,5.325247523019352,98,brotli,170024
samba_chunk15,1048576,5.304070550165012,98,brotli,153085
samba_chunk16,1048576,5.258817879696466,100,brotli,154960
samba_chunk17,1048576,5.244678099252936,98,brotli,117134
samba_chunk18,1048576,5.291421576099167,99,brotli,172904
samba_chunk19,1048576,5.281465772405516,99,brotli,171228
dickens.zip_chunk0,1048576,7.999040337219491,256,brotli,1048581
dickens.zip_chunk1,1048576,7.998938745816271,256,brotli,1048581
dickens.zip_chunk2,1048576,7.999056946033027,256,brotli,1048581
nci_chunk0,1048576,2.4432375231974754,57,brotli,65459
nci_chunk1,1048576,2.4231270522040425,56,brotli,65721
nci_chunk2,1048576,2.414575597609466,56,brotli,56344
nci_chunk3,1048576,2.444651938446383,56,brotli,65464
nci_chunk4,1048576,2.41777839569594,55,brotli,60233
nci_chunk5,1048576,2.4374240644184293,55,brotli,68821
nci_chunk6,1048576,2.4359976531129157,54,brotli,62131
nci_chunk7,1048576,2.419246044070462,53,brotli,55798
nci_chunk8,1048576,2.425371920710968,57,brotli,58648
nci_chunk9,1048576,2.436756009295458,57,brotli,56992
nci_chunk10,1048576,2.4220672764240745,53,brotli,61639
nci_chunk11,1048576,2.4322758708881134,57,brotli,62149
nci_chunk12,1048576,2.4409769913592383,57,brotli,65106
nci_chunk13,1048576,2.4205432913864575,58,brotli,52211
nci_chunk14,1048576,2.388453988462724,53,brotli,31951
nci_chunk15,1048576,2.4336518024718945,53,brotli,54626
nci_chunk16,1048576,2.442926490883459,60,brotli,60006
nci_chunk17,1048576,2.4532779772947975,57,brotli,61131
nci_chunk18,1048576,2.4369367531940087,54,brotli,64816
nci_chunk19,1048576,2.4305686628641916,58,brotli,64932
nci_chunk20,1048576,2.3869999213662205,51,brotli,32432
nci_chunk21,1048576,2.3923269336526674,52,brotli,35793
nci_chunk22,1048576,2.4215934862215165,59,brotli,58802
nci_chunk23,1048576,2.413120165021155,56,brotli,53648
nci_chunk24,1048576,2.4458433276029026,56,brotli,59677
nci_chunk25,1048576,2.4324403183661127,58,brotli,63290
nci_chunk26,1048576,2.4222089472362223,54,brotli,53411
nci_chunk27,1048576,2.4530922896895295,56,brotli,64878
nci_chunk28,1048576,2.433286077134826,57,brotli,59381
nci_chunk29,1048576,2.4318711833996516,54,brotli,64480
nci_chunk30,1048576,2.4225013373507673,55,brotli,68106
sao_chunk0,1048576,7.4755214479461065,256,lzma,649244
sao_chunk1,1048576,7.428802385444515,256,lzma,638724
sao_chunk2,1048576,7.452811501483272,256,lzma,647764
sao_chunk3,1048576,7.486179955925298,256,lzma,660156
sao_chunk4,1048576,7.49842128642716,256,lzma,648428
sao_chunk5,1048576,7.51881919802792,256,lzma,648712
osdb.zip_chunk0,1048576,7.994310600433114,256,brotli,1048581
osdb.zip_chunk1,1048576,7.993557380505823,256,brotli,1048581
osdb.zip_chunk2,1048576,7.993679232206314,256,brotli,1048581
x-ray.zip_chunk0,1048576,7.974961480088091,256,brotli,1048581
x-ray.zip_chunk1,1048576,7.973834839749807,256,brotli,1048581
x-ray.zip_chunk2,1048576,7.969642613975967,256,brotli,1048581
x-ray.zip_chunk3,1048576,7.964836871986467,256,brotli,1048581
x-ray.zip_chunk4,1048576,7.957991460963535,256,zlib,1048571
reymont_chunk0,1048576,4.77095159543992,81,lzma,226800
reymont_chunk1,1048576,4.764694816246652,76,lzma,228664
reymont_chunk2,1048576,4.756778459764524,76,lzma,229064
reymont_chunk3,1048576,4.7574666723973555,76,lzma,225064
reymont_chunk4,1048576,4.762598731408144,77,lzma,224260
reymont_chunk5,1048576,4.761498154342518,76,lzma,222476
mozilla.zip_chunk0,1048576,7.999527662655601,256,brotli,1048581
mozilla.zip_chunk1,1048576,7.9995786206027715,256,lzma,1043936
mozilla.zip_chunk2,1048576,7.999590907134624,256,brotli,1048581
mozilla.zip_chunk3,1048576,7.98935769517728,256,lzma,1044824
mozilla.zip_chunk4,1048576,7.948201638341399,256,zlib,1042461
mozilla.zip_chunk5,1048576,7.9566976051608105,256,zlib,1042562
mozilla.zip_chunk6,1048576,7.948024793859556,256,brotli,1018956
mozilla.zip_chunk7,1048576,7.929116823582429,256,brotli,1027790
mozilla.zip_chunk8,1048576,7.933879855598448,256,brotli,1029222
mozilla.zip_chunk9,1048576,7.940594718981395,256,zlib,1043874
mozilla.zip_chunk10,1048576,7.943379640818497,256,zlib,1043821
mozilla.zip_chunk11,1048576,7.950722095905658,256,zlib,1044074
mozilla.zip_chunk12,1048576,7.95201348544643,256,zlib,1043187
mozilla.zip_chunk13,1048576,7.945624556202405,256,zlib,1042871
mozilla.zip_chunk14,1048576,7.945901843527953,256,zlib,1043985
mozilla.zip_chunk15,1048576,7.961094002564597,256,zlib,1045861
mozilla.zip_chunk16,1048576,7.9578701365720494,256,brotli,1035020
osdb_chunk0,1048576,6.591751248024138,256,brotli,312387
osdb_chunk1,1048576,6.594800636433739,256,brotli,312599
osdb_chunk2,1048576,6.592940075484455,256,brotli,311340
osdb_chunk3,1048576,6.59370910302151,256,brotli,311930
osdb_chunk4,1048576,6.591323136230893,256,brotli,312490
osdb_chunk5,1048576,6.592502674938471,256,brotli,312478
osdb_chunk6,1048576,6.595035593492981,256,brotli,312253
osdb_chunk7,1048576,6.59347621201344,256,brotli,312340
osdb_chunk8,1048576,6.5944095168813615,256,brotli,312255
nci.zip_chunk0,1048576,7.989001837991294,256,brotli,1044358
nci.zip_chunk1,1048576,7.990932287908037,256,brotli,1043554
samba.zip_chunk0,1048576,7.99957184294556,256,brotli,1048581
samba.zip_chunk1,1048576,7.999095107923087,256,brotli,1048581
samba.zip_chunk2,1048576,7.999148900256072,256,zlib,1047845
samba.zip_chunk3,1048576,7.976604638131144,256,lzma,967940
mr.zip_chunk0,1048576,7.971483171354371,256,brotli,1048581
mr.zip_chunk1,1048576,7.975303862674458,256,brotli,1048581
mr.zip_chunk2,1048576,7.979543645445996,256,brotli,1048581
config_chunk0,322,4.6791208035463,41,brotli,213
index_chunk0,1042,6.300386294140223,209,brotli,631
packed-refs_chunk0,114,4.7676960204957535,36,brotli,91
pack-a548f5c089e851c380dd65648fd711970a24fd56.idx_chunk0,1884,5.231524584915688,247,brotli,934
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk0,1048576,7.999067158214301,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk1,1048576,7.9989576269478535,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk2,1048576,7.999077623100222,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk3,1048576,7.9994625296456405,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk4,1048576,7.9995812714211505,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk5,1048576,7.999523489950141,256,lzma,1043964
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk6,1048576,7.9991958483463375,256,lzma,1048384
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk7,1048576,7.995366520384932,256,lzma,1048332
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk8,1048576,7.995911607661162,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk9,1048576,7.992211496665589,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk10,1048576,7.996770774464643,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk11,1048576,7.995980431886901,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk12,1048576,7.9942627554543275,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk13,1048576,7.995213778929065,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk14,1048576,7.995733022203593,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk15,1048576,7.996050200453611,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk16,1048576,7.995690752240844,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk17,1048576,7.994676427120702,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk18,1048576,7.993767226952127,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk19,1048576,7.990448881764757,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk20,1048576,7.995772176479296,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk21,1048576,7.982028065946398,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk22,1048576,7.980464674601208,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk23,1048576,7.981232908295929,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk24,1048576,7.994431093184811,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk25,1048576,7.998246216784572,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk26,1048576,7.99855181451347,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk27,1048576,7.99908823808733,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk28,1048576,7.998840445836514,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk29,1048576,7.998020065396065,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk30,1048576,7.994689683081949,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk31,1048576,7.993615101709489,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk32,1048576,7.9936767327069,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk33,1048576,7.997008813247655,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk34,1048576,7.998028461154322,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk35,1048576,7.999531900959888,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk36,1048576,7.9993175245578705,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk37,1048576,7.999395333497456,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk38,1048576,7.9993973865959775,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk39,1048576,7.999540593491325,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk40,1048576,7.985602502914211,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk41,1048576,7.977822766454342,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk42,1048576,7.9773524252070915,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk43,1048576,7.977448794705913,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk44,1048576,7.975316329149006,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk45,1048576,7.998320791049484,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk46,1048576,7.999088747786006,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk47,1048576,7.998925237866019,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk48,1048576,7.99905826314184,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk49,1048576,7.998967077054255,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk50,1048576,7.998857980076549,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk51,1048576,7.99887831667718,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk52,1048576,7.998995091602325,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk53,1048576,7.998900282767455,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk54,1048576,7.9987552631999925,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk55,1048576,7.999096349805535,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk56,1048576,7.989484108016746,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk57,1048576,7.975616167893832,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk58,1048576,7.973893471914012,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk59,1048576,7.967959914715742,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk60,1048576,7.97931075583793,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.pack_chunk61,1048576,7.996767459735811,256,brotli,1048581
pack-a548f5c089e851c380dd65648fd711970a24fd56.rev_chunk0,168,3.613232663493871,66,zlib,127
exclude_chunk0,240,4.633791568623328,41,brotli,142
HEAD_chunk0,199,4.693315634155296,48,zlib,153
master_chunk0,199,4.693315634155296,48,zlib,153
HEAD_chunk0,199,4.693315634155296,48,zlib,153
commit-msg.sample_chunk0,896,4.957289835923772,68,brotli,427
pre-rebase.sample_chunk0,4898,4.846789819360517,85,brotli,1719
sendemail-validate.sample_chunk0,2308,5.021135224131892,71,brotli,820
pre-commit.sample_chunk0,1649,4.826694355313582,69,brotli,730
applypatch-msg.sample_chunk0,478,4.628819384045908,46,brotli,244
fsmonitor-watchman.sample_chunk0,4726,5.19503198613358,81,brotli,1564
pre-receive.sample_chunk0,544,5.1323406408923695,62,brotli,289
prepare-commit-msg.sample_chunk0,1492,5.094384720791357,74,brotli,641
post-update.sample_chunk0,189,4.488007575888409,33,brotli,118
pre-merge-commit.sample_chunk0,416,4.6651482646900995,44,brotli,224
pre-applypatch.sample_chunk0,424,4.680234847331965,46,brotli,231
pre-push.sample_chunk0,1374,4.859887909095222,66,brotli,575
update.sample_chunk0,3650,4.996088117571219,72,brotli,1042
push-to-checkout.sample_chunk0,2783,4.634821815293605,72,brotli,1030
